round,accuracy,loss,stga_trust_benign,stga_trust_mal,isac_instability,scenario,seed,beta,sigma_z
0,6.76,0.5526269226074219,0.09999999776482582,0,0.0,R-JORA,42,0.2,1.647535319403585
1,20.06,2.2109149658203124,0.09947547875344753,0.10209810361266136,0.6000000238418579,R-JORA,42,0.2,1.647535319403585
2,16.83,4.19766787109375,0.10122417211532593,0.09877583384513855,0.20000000298023224,R-JORA,42,0.2,1.647535319403585
3,43.31,1.919792578125,0.10000000447034836,0,0.5,R-JORA,42,0.2,1.647535319403585
4,33.72,3.8292530029296876,0.09926413279026747,0.10294345766305923,0.4000000059604645,R-JORA,42,0.2,1.647535319403585
5,48.43,2.6359203369140625,0.09999999701976776,0,0.5,R-JORA,42,0.2,1.647535319403585
6,42.2,3.6304615234375,0.099284409545362,0.10286236181855202,0.5,R-JORA,42,0.2,1.647535319403585
7,41.92,4.57094169921875,0.1010705716907978,0.0983941350132227,0.30000001192092896,R-JORA,42,0.2,1.647535319403585
8,45.36,4.1298189453125,0.10086101400000709,0.09799096981684367,0.30000001192092896,R-JORA,42,0.2,1.647535319403585
9,46.66,5.229050024414063,0.09930970147252083,0.10276122391223907,0.5,R-JORA,42,0.2,1.647535319403585
10,48.37,5.44823271484375,0.10105045884847641,0.09842429682612419,0.5,R-JORA,42,0.2,1.647535319403585
11,52.63,5.5150880859375,0.10076814889907837,0.09820765008529027,0.4000000059604645,R-JORA,42,0.2,1.647535319403585
12,56.73,5.400398779296875,0.10078016349247523,0.09817961355050404,0.30000001192092896,R-JORA,42,0.2,1.647535319403585
13,48.86,8.721531689453125,0.09808235509055001,0.1044744923710823,0.30000001192092896,R-JORA,42,0.2,1.647535319403585
14,54.12,8.27989521484375,0.10102435946464539,0.09846345521509647,0.4000000059604645,R-JORA,42,0.2,1.647535319403585
15,62.17,6.135058544921875,0.10000000968575477,0,0.5,R-JORA,42,0.2,1.647535319403585
16,31.77,25.996225,0.09319153875112533,0.10680845230817795,0.30000001192092896,R-JORA,42,0.2,1.647535319403585
17,46.55,13.5897283203125,0.10000000074505806,0,0.4000000059604645,R-JORA,42,0.2,1.647535319403585
18,56.97,10.9552123046875,0.10056263022124767,0.0977495014667511,0.20000000298023224,R-JORA,42,0.2,1.647535319403585
19,59.71,10.295509326171874,0.09983747783634397,0.10146269202232361,0.5,R-JORA,42,0.2,1.647535319403585
20,61.24,9.701146435546875,0.0995034696534276,0.10198613256216049,0.5,R-JORA,42,0.2,1.647535319403585
21,64.19,8.76122890625,0.10025573107931349,0.09769842028617859,0.20000000298023224,R-JORA,42,0.2,1.647535319403585
22,59.21,12.9254234375,0.09809242082493645,0.10445101807514827,0.20000000298023224,R-JORA,42,0.2,1.647535319403585
23,62.89,12.47691640625,0.09906729869544506,0.10373082384467125,0.20000000298023224,R-JORA,42,0.2,1.647535319403585
24,60.62,13.50505419921875,0.09901075903326273,0.10395697876811028,0.5,R-JORA,42,0.2,1.647535319403585
25,64.38,11.81386904296875,0.09995458647608757,0.10018160566687584,0.30000001192092896,R-JORA,42,0.2,1.647535319403585
26,66.34,10.490809033203124,0.1007944643497467,0.0981462225317955,0.30000001192092896,R-JORA,42,0.2,1.647535319403585
27,65.69,11.0626703125,0.09993483457300398,0.10058646649122238,0.30000001192092896,R-JORA,42,0.2,1.647535319403585
28,71.22,9.23704619140625,0.09999999627470971,0,0.30000001192092896,R-JORA,42,0.2,1.647535319403585
29,70.05,9.267680810546874,0.10022272169589996,0.09799555689096451,0.10000000149011612,R-JORA,42,0.2,1.647535319403585
