round,accuracy,loss,stga_trust_benign,stga_trust_mal,isac_instability,scenario,seed,beta,sigma_z
0,15.56,0.0022921041011810302,0,0,0.0,Median_beta0.2,42,0.2,0.01
1,17.77,0.0022857031345367433,0,0,0.0,Median_beta0.2,42,0.2,0.01
2,15.69,0.0022917935132980346,0,0,0.0,Median_beta0.2,42,0.2,0.01
3,15.95,0.0022939165115356446,0,0,0.0,Median_beta0.2,42,0.2,0.01
4,14.92,0.0022950008630752564,0,0,0.0,Median_beta0.2,42,0.2,0.01
5,14.41,0.002297231101989746,0,0,0.0,Median_beta0.2,42,0.2,0.01
6,13.59,0.0023003514766693116,0,0,0.0,Median_beta0.2,42,0.2,0.01
7,13.37,0.0023018851757049563,0,0,0.0,Median_beta0.2,42,0.2,0.01
8,13.19,0.0023019842624664305,0,0,0.0,Median_beta0.2,42,0.2,0.01
9,11.72,0.0023020848989486692,0,0,0.0,Median_beta0.2,42,0.2,0.01
10,10.95,0.002302249836921692,0,0,0.0,Median_beta0.2,42,0.2,0.01
11,10.51,0.0023023528575897216,0,0,0.0,Median_beta0.2,42,0.2,0.01
12,10.28,0.0023024968147277833,0,0,0.0,Median_beta0.2,42,0.2,0.01
13,10.13,0.0023025423765182496,0,0,0.0,Median_beta0.2,42,0.2,0.01
14,10.45,0.0023026398181915284,0,0,0.0,Median_beta0.2,42,0.2,0.01
15,10.56,0.0023027981758117675,0,0,0.0,Median_beta0.2,42,0.2,0.01
16,9.99,0.002302962017059326,0,0,0.0,Median_beta0.2,42,0.2,0.01
17,9.92,0.002303251028060913,0,0,0.0,Median_beta0.2,42,0.2,0.01
18,9.94,0.002303420090675354,0,0,0.0,Median_beta0.2,42,0.2,0.01
19,9.94,0.0023035051584243773,0,0,0.0,Median_beta0.2,42,0.2,0.01
20,9.85,0.0023036753416061403,0,0,0.0,Median_beta0.2,42,0.2,0.01
21,9.83,0.0023035845518112183,0,0,0.0,Median_beta0.2,42,0.2,0.01
22,10.12,0.002303541135787964,0,0,0.0,Median_beta0.2,42,0.2,0.01
23,10.1,0.0023035288572311402,0,0,0.0,Median_beta0.2,42,0.2,0.01
24,10.1,0.0023034191846847533,0,0,0.0,Median_beta0.2,42,0.2,0.01
25,10.1,0.0023034329652786255,0,0,0.0,Median_beta0.2,42,0.2,0.01
26,10.11,0.002303372263908386,0,0,0.0,Median_beta0.2,42,0.2,0.01
27,12.52,0.0023032371997833254,0,0,0.0,Median_beta0.2,42,0.2,0.01
28,10.1,0.002303463530540466,0,0,0.0,Median_beta0.2,42,0.2,0.01
29,10.1,0.0023032435178756716,0,0,0.0,Median_beta0.2,42,0.2,0.01
