round,accuracy,loss,stga_trust_benign,stga_trust_mal,isac_instability,scenario,seed,beta,sigma_z
0,15.16,0.0022909045457839964,0,0,0.0,Median_beta0.3,42,0.3,0.01
1,14.59,0.0022877280235290526,0,0,0.0,Median_beta0.3,42,0.3,0.01
2,12.25,0.0022970298528671267,0,0,0.0,Median_beta0.3,42,0.3,0.01
3,9.68,0.0022991456985473635,0,0,0.0,Median_beta0.3,42,0.3,0.01
4,10.76,0.0023023574113845823,0,0,0.0,Median_beta0.3,42,0.3,0.01
5,14.03,0.002303300380706787,0,0,0.0,Median_beta0.3,42,0.3,0.01
6,9.66,0.0023037688493728636,0,0,0.0,Median_beta0.3,42,0.3,0.01
7,13.24,0.00230462920665741,0,0,0.0,Median_beta0.3,42,0.3,0.01
8,12.79,0.0023045312643051145,0,0,0.0,Median_beta0.3,42,0.3,0.01
9,10.68,0.002305056190490723,0,0,0.0,Median_beta0.3,42,0.3,0.01
10,12.73,0.0023049899101257325,0,0,0.0,Median_beta0.3,42,0.3,0.01
11,12.64,0.002305393958091736,0,0,0.0,Median_beta0.3,42,0.3,0.01
12,12.52,0.0023055662155151368,0,0,0.0,Median_beta0.3,42,0.3,0.01
13,12.82,0.002305776906013489,0,0,0.0,Median_beta0.3,42,0.3,0.01
14,11.52,0.0023057026624679565,0,0,0.0,Median_beta0.3,42,0.3,0.01
15,11.58,0.0023057809352874754,0,0,0.0,Median_beta0.3,42,0.3,0.01
16,11.43,0.0023058335065841676,0,0,0.0,Median_beta0.3,42,0.3,0.01
17,11.6,0.0023063225030899048,0,0,0.0,Median_beta0.3,42,0.3,0.01
18,11.54,0.0023063820362091065,0,0,0.0,Median_beta0.3,42,0.3,0.01
19,13.08,8.536067529296876,0,0,0.0,Median_beta0.3,42,0.3,0.01
20,25.5,4.315797192382813,0,0,0.0,Median_beta0.3,42,0.3,0.01
21,52.94,1.3570533752441407,0,0,0.0,Median_beta0.3,42,0.3,0.01
22,55.54,1.0906403564453124,0,0,0.0,Median_beta0.3,42,0.3,0.01
23,62.36,0.8144181274414063,0,0,0.0,Median_beta0.3,42,0.3,0.01
24,64.45,0.7172222900390625,0,0,0.0,Median_beta0.3,42,0.3,0.01
25,66.0,0.6385866943359375,0,0,0.0,Median_beta0.3,42,0.3,0.01
26,67.73,0.5652172271728516,0,0,0.0,Median_beta0.3,42,0.3,0.01
27,68.13,0.5308080200195312,0,0,0.0,Median_beta0.3,42,0.3,0.01
28,69.58,0.4771655059814453,0,0,0.0,Median_beta0.3,42,0.3,0.01
29,68.69,0.46828460693359375,0,0,0.0,Median_beta0.3,42,0.3,0.01
