round,accuracy,loss,stga_trust_benign,stga_trust_mal,isac_instability,scenario,seed,beta,sigma_z
0,7.45,0.017676578521728516,0.1000000037252903,0,0.0,R-JORA_sigma0.5,42,0.2,0.5
1,8.87,0.06051419486999512,0.09926254022866488,0.1029498539865017,0.6000000238418579,R-JORA_sigma0.5,42,0.2,0.5
2,13.45,0.13802576751708984,0.10124708116054534,0.09875291585922241,0.20000000298023224,R-JORA_sigma0.5,42,0.2,0.5
3,22.58,0.08971256561279296,0.10000000223517418,0,0.5,R-JORA_sigma0.5,42,0.2,0.5
4,23.19,0.16868541870117187,0.09967130143195391,0.10131478309631348,0.4000000059604645,R-JORA_sigma0.5,42,0.2,0.5
5,36.04,0.13049968566894532,0.1,0,0.5,R-JORA_sigma0.5,42,0.2,0.5
6,28.76,0.16691146545410157,0.0995624577626586,0.10175016522407532,0.5,R-JORA_sigma0.5,42,0.2,0.5
7,26.45,0.22134639434814454,0.10113524148861568,0.09829713962972164,0.30000001192092896,R-JORA_sigma0.5,42,0.2,0.5
8,26.66,0.22739715576171876,0.10084554233721324,0.09802707533041637,0.30000001192092896,R-JORA_sigma0.5,42,0.2,0.5
9,30.66,0.268346598815918,0.09971796907484531,0.10112813115119934,0.5,R-JORA_sigma0.5,42,0.2,0.5
10,36.74,0.23387052001953124,0.1010239024957021,0.09846414253115654,0.5,R-JORA_sigma0.5,42,0.2,0.5
11,41.45,0.2652531051635742,0.10079751802342278,0.09813912957906723,0.4000000059604645,R-JORA_sigma0.5,42,0.2,0.5
12,45.25,0.2238069854736328,0.1007985674909183,0.09813666095336278,0.30000001192092896,R-JORA_sigma0.5,42,0.2,0.5
13,37.49,0.3594105987548828,0.09859076993806022,0.10328820844491322,0.30000001192092896,R-JORA_sigma0.5,42,0.2,0.5
14,45.47,0.32214453125,0.10110709443688393,0.09833935461938381,0.4000000059604645,R-JORA_sigma0.5,42,0.2,0.5
15,49.81,0.2750613403320312,0.09999999776482582,0,0.5,R-JORA_sigma0.5,42,0.2,0.5
16,33.06,0.8810292114257813,0.09310459196567536,0.10689541101455688,0.30000001192092896,R-JORA_sigma0.5,42,0.2,0.5
17,57.11,0.35910956268310545,0.10000000298023223,0,0.4000000059604645,R-JORA_sigma0.5,42,0.2,0.5
18,57.41,0.34961968994140624,0.10055865626782179,0.09776540473103523,0.20000000298023224,R-JORA_sigma0.5,42,0.2,0.5
19,57.77,0.3727190368652344,0.10012057340807384,0.09891483187675476,0.5,R-JORA_sigma0.5,42,0.2,0.5
20,57.89,0.40876014404296873,0.09970075357705355,0.10119696706533432,0.5,R-JORA_sigma0.5,42,0.2,0.5
21,63.22,0.35713701324462893,0.10026250282923381,0.09763754904270172,0.20000000298023224,R-JORA_sigma0.5,42,0.2,0.5
22,51.99,0.6835055725097656,0.0985587579863412,0.10336291541655858,0.20000000298023224,R-JORA_sigma0.5,42,0.2,0.5
23,57.99,0.58697919921875,0.09650654159486294,0.11397386714816093,0.20000000298023224,R-JORA_sigma0.5,42,0.2,0.5
24,59.09,0.5838645080566406,0.09914351161569357,0.10342597216367722,0.5,R-JORA_sigma0.5,42,0.2,0.5
25,64.62,0.5244544158935547,0.09972139820456505,0.10111440718173981,0.30000001192092896,R-JORA_sigma0.5,42,0.2,0.5
26,64.16,0.5242389709472656,0.10080940595694951,0.09811137368281682,0.30000001192092896,R-JORA_sigma0.5,42,0.2,0.5
27,65.74,0.5335142364501954,0.10032305369774501,0.09709247946739197,0.30000001192092896,R-JORA_sigma0.5,42,0.2,0.5
28,70.82,0.4664746704101562,0.1,0,0.30000001192092896,R-JORA_sigma0.5,42,0.2,0.5
29,69.03,0.4711171722412109,0.100260595480601,0.09765473008155823,0.10000000149011612,R-JORA_sigma0.5,42,0.2,0.5
