Scenario,Round,Type,L2_Norm,Cosine_Sim,Weight
Krum,22,Benign,15.794145,0.65144426,0.0
Krum,22,Benign,15.7973585,0.45868212,0.0
Krum,22,Benign,15.816191,0.6268406,0.0
Krum,22,Benign,15.788526,0.5989917,0.0
Krum,22,Benign,15.798428,0.34021467,0.0
Krum,22,Benign,15.817124,0.63075,0.2
Krum,22,Malicious,770.387,-0.032158963,0.2
Krum,22,Malicious,770.395,-0.032159455,0.2
Krum,22,Malicious,770.3961,-0.03216142,0.2
Krum,22,Malicious,770.3858,-0.032150485,0.2
Krum,23,Benign,4.983117,0.12257932,0.0
Krum,23,Benign,15.796429,0.04269255,0.0
Krum,23,Benign,15.819227,0.6397358,0.2
Krum,23,Benign,15.797363,0.5698769,0.2
Krum,23,Benign,15.8139925,0.5638253,0.2
Krum,23,Benign,15.804452,0.4114355,0.0
Krum,23,Benign,15.825452,0.07014355,0.0
Krum,23,Benign,15.824637,0.6614425,0.2
Krum,23,Benign,15.832374,0.66261625,0.2
Krum,23,Malicious,723.4908,-0.29226327,0.0
Krum,24,Benign,15.801724,0.3919409,0.2
Krum,24,Benign,15.807112,0.52246356,0.2
Krum,24,Benign,15.801231,0.38068408,0.2
Krum,24,Benign,15.802198,0.5750426,0.2
Krum,24,Benign,15.806659,0.30572954,0.2
Krum,24,Benign,15.794974,0.04804089,0.0
Krum,24,Benign,15.82402,0.08992258,0.0
Krum,24,Malicious,760.6439,0.08005667,0.0
Krum,24,Malicious,760.64966,0.080054104,0.0
Krum,24,Malicious,760.6585,0.08003917,0.0
Krum,25,Benign,15.807929,0.61953545,0.0
Krum,25,Benign,15.817259,0.36348525,0.0
Krum,25,Benign,15.8000345,0.79810625,0.2
Krum,25,Benign,15.796337,0.59071094,0.2
Krum,25,Benign,15.825243,0.806642,0.2
Krum,25,Benign,15.8223915,0.54833007,0.2
Krum,25,Benign,15.792052,0.7540065,0.2
Krum,25,Benign,15.809371,0.399748,0.0
Krum,25,Benign,15.797541,0.63160515,0.0
Krum,25,Benign,15.805951,0.1318914,0.0
Krum,26,Benign,15.803793,0.8586582,0.2
Krum,26,Benign,15.807722,0.8645813,0.2
Krum,26,Benign,15.837819,0.8134467,0.2
Krum,26,Benign,15.823613,0.7151624,0.0
Krum,26,Benign,15.79971,0.7219976,0.2
Krum,26,Benign,15.822231,0.78635085,0.0
Krum,26,Benign,15.806885,0.3508106,0.0
Krum,26,Benign,15.81038,0.8566053,0.2
Krum,26,Malicious,789.0781,-0.15711117,0.0
Krum,26,Malicious,789.07837,-0.1571222,0.0
Krum,27,Benign,15.796213,0.721344,0.0
Krum,27,Benign,15.819017,0.37351593,0.0
Krum,27,Benign,15.810623,0.787425,0.2
Krum,27,Benign,15.801263,0.064412504,0.0
Krum,27,Benign,15.808865,0.7114783,0.0
Krum,27,Benign,15.815692,0.14320171,0.0
Krum,27,Malicious,765.2956,0.17405945,0.2
Krum,27,Malicious,765.3109,0.17404696,0.2
Krum,27,Malicious,765.30585,0.17406425,0.2
Krum,27,Malicious,765.29474,0.17406228,0.2
Krum,28,Benign,15.807218,0.63070047,0.2
Krum,28,Benign,15.794861,0.41897845,0.2
Krum,28,Benign,15.815394,0.2587791,0.0
Krum,28,Benign,15.824836,0.67001,0.2
Krum,28,Benign,15.790204,0.022013636,0.0
Krum,28,Benign,15.80034,0.5573159,0.2
Krum,28,Benign,15.800642,0.29521525,0.2
Krum,28,Malicious,729.7121,0.12764452,0.0
Krum,28,Malicious,729.71014,0.12764227,0.0
Krum,28,Malicious,729.7105,0.12765083,0.0
Krum,29,Benign,15.814957,0.4500403,0.0
Krum,29,Benign,15.818883,0.36430883,0.0
Krum,29,Benign,15.803824,0.3224804,0.0
Krum,29,Benign,15.812041,0.10145127,0.0
Krum,29,Benign,15.813856,0.14177543,0.0
Krum,29,Benign,15.817126,0.22191758,0.2
Krum,29,Malicious,727.7714,0.23142207,0.2
Krum,29,Malicious,727.7724,0.23142405,0.2
Krum,29,Malicious,727.7722,0.2314121,0.2
Krum,29,Malicious,727.7725,0.2314201,0.2
R-JORA,0,Benign,735.0838,0.24140581,0.10005784034729004
R-JORA,0,Benign,736.0503,0.25252402,0.10019722580909729
R-JORA,0,Benign,736.1277,0.25444975,0.10022224485874176
R-JORA,0,Benign,735.2128,0.24342191,0.10008349269628525
R-JORA,0,Benign,735.53467,0.24688965,0.10012676566839218
R-JORA,0,Benign,735.4419,0.24377374,0.10008610039949417
R-JORA,0,Benign,736.8015,0.24054709,0.10003076493740082
R-JORA,0,Benign,735.0138,0.24693015,0.10013207048177719
R-JORA,0,Benign,735.96295,0.24062811,0.10003948956727982
R-JORA,0,Malicious,2935.1648,0.38312927,0.09902402758598328
R-JORA,1,Benign,734.33057,0.47749007,0.10050562024116516
R-JORA,1,Benign,733.5216,0.05539621,0.09459155797958374
R-JORA,1,Benign,735.63245,0.47901833,0.10055667161941528
R-JORA,1,Benign,734.3403,0.056482375,0.09440557658672333
R-JORA,1,Benign,736.40875,0.05433844,0.09442401677370071
R-JORA,1,Benign,734.7639,0.48050576,0.10053721815347672
R-JORA,1,Malicious,2303.2563,0.9195385,0.10374518483877182
R-JORA,1,Malicious,2303.2588,0.91953856,0.103744737803936
R-JORA,1,Malicious,2303.2646,0.9195366,0.10374456644058228
R-JORA,1,Malicious,2303.2588,0.9195374,0.10374481230974197
R-JORA,2,Benign,734.20685,0.21770748,0.10433480888605118
R-JORA,2,Benign,734.44244,0.21055874,0.10381034016609192
R-JORA,2,Benign,736.34515,0.21097535,0.10380105674266815
R-JORA,2,Benign,2234.7437,0.24785209,0.09829045832157135
R-JORA,2,Benign,2224.3826,0.25385416,0.0983291044831276
R-JORA,2,Benign,2236.1257,0.2561928,0.0982314795255661
R-JORA,2,Benign,2235.2236,0.2524569,0.09829962253570557
R-JORA,2,Benign,2227.012,0.2536791,0.09807240962982178
R-JORA,2,Benign,2227.8123,0.25384334,0.09828300029039383
R-JORA,2,Benign,2233.8862,0.2528363,0.09854770451784134
R-JORA,3,Benign,734.89966,0.17691755,0.09807702898979187
R-JORA,3,Benign,737.5163,0.17207041,0.09810232371091843
R-JORA,3,Benign,733.6014,0.17934625,0.09819406270980835
R-JORA,3,Benign,736.218,0.5023613,0.10286705940961838
R-JORA,3,Benign,734.3929,0.50045884,0.10272479057312012
R-JORA,3,Benign,734.02386,0.17796756,0.09803036600351334
R-JORA,3,Benign,734.3331,0.17457682,0.09812302887439728
R-JORA,3,Benign,736.32947,0.17576988,0.09813693910837173
R-JORA,3,Malicious,2739.463,0.7232157,0.1028720885515213
R-JORA,3,Malicious,2739.469,0.72321683,0.1028723493218422
R-JORA,4,Benign,737.94653,0.24444327,0.10091473162174225
R-JORA,4,Benign,735.638,0.24095583,0.10128830373287201
R-JORA,4,Benign,736.56964,0.2428822,0.10126781463623047
R-JORA,4,Benign,733.6153,0.24452496,0.10086693614721298
R-JORA,4,Benign,735.8422,0.24291456,0.10105876624584198
R-JORA,4,Benign,734.5403,0.24380133,0.10100889205932617
R-JORA,4,Malicious,2225.336,0.24845228,0.09849503636360168
R-JORA,4,Malicious,2234.5847,0.25237113,0.09833026677370071
R-JORA,4,Malicious,2232.685,0.2467075,0.09854461997747421
R-JORA,4,Malicious,2227.9062,0.24517724,0.09822472184896469
R-JORA,5,Benign,736.0886,0.2181808,0.09911259263753891
R-JORA,5,Benign,735.7573,0.21933882,0.09926621615886688
R-JORA,5,Benign,736.97546,0.22024164,0.09910193830728531
R-JORA,5,Benign,737.60443,0.34873146,0.10120806097984314
R-JORA,5,Benign,737.1549,0.22455148,0.09925108402967453
R-JORA,5,Benign,734.82275,0.22172289,0.09908875823020935
R-JORA,5,Benign,736.5358,0.33685058,0.10133858770132065
R-JORA,5,Benign,734.4526,0.22130156,0.09920915216207504
R-JORA,5,Benign,733.7508,0.34357584,0.10102680325508118
R-JORA,5,Malicious,2411.4949,0.57573426,0.1013968214392662
R-JORA,6,Benign,735.5226,0.12250687,0.09597896039485931
R-JORA,6,Benign,733.22156,0.55564034,0.10242579877376556
R-JORA,6,Benign,738.1659,0.1155677,0.09595285356044769
R-JORA,6,Benign,732.933,0.11883578,0.09606310725212097
R-JORA,6,Benign,736.49384,0.5525054,0.10250299423933029
R-JORA,6,Benign,736.32306,0.11842963,0.09579210728406906
R-JORA,6,Benign,735.56586,0.116090946,0.09604262560606003
R-JORA,6,Malicious,2726.65,0.83093345,0.10508066415786743
R-JORA,6,Malicious,2726.6516,0.83093476,0.10508033633232117
R-JORA,6,Malicious,2726.656,0.8309356,0.10508059710264206
R-JORA,7,Benign,736.093,0.24365138,0.10107013583183289
R-JORA,7,Benign,737.1096,0.24437094,0.10127489268779755
R-JORA,7,Benign,735.869,0.23858956,0.10134580731391907
R-JORA,7,Benign,737.043,0.24106756,0.10128124803304672
R-JORA,7,Benign,736.2681,0.24713233,0.10123498737812042
R-JORA,7,Benign,2229.9626,0.25051075,0.09881220757961273
R-JORA,7,Benign,2229.9644,0.2511197,0.0986265167593956
R-JORA,7,Benign,2226.082,0.24635386,0.09872608631849289
R-JORA,7,Benign,2226.75,0.24850453,0.09884552657604218
R-JORA,7,Benign,2229.6572,0.24502602,0.09878253936767578
R-JORA,8,Benign,736.5369,0.24351272,0.1008639708161354
R-JORA,8,Benign,734.17365,0.24289873,0.10090190917253494
R-JORA,8,Benign,735.1347,0.24563095,0.10114548355340958
R-JORA,8,Benign,737.5771,0.24083471,0.10130313783884048
R-JORA,8,Benign,735.2677,0.24176493,0.101163350045681
R-JORA,8,Benign,734.28485,0.24557492,0.10127852112054825
R-JORA,8,Malicious,2226.8867,0.25014585,0.0983201116323471
R-JORA,8,Malicious,2233.3628,0.24730307,0.09850436449050903
R-JORA,8,Malicious,2228.8325,0.24621019,0.09809556603431702
R-JORA,8,Malicious,2229.911,0.24827862,0.09842368960380554
R-JORA,9,Benign,732.36523,0.11819008,0.09610844403505325
R-JORA,9,Benign,734.6144,0.1182628,0.0963825210928917
R-JORA,9,Benign,737.87415,0.11625548,0.09585683792829514
R-JORA,9,Benign,734.71484,0.58549714,0.10300175845623016
R-JORA,9,Benign,734.29846,0.5862781,0.10333365947008133
R-JORA,9,Benign,734.6816,0.11823754,0.09570769220590591
R-JORA,9,Benign,736.30334,0.11041978,0.09594796597957611
R-JORA,9,Malicious,2705.6902,0.8432323,0.10455373674631119
R-JORA,9,Malicious,2705.6729,0.84323525,0.10455353558063507
R-JORA,9,Malicious,2705.682,0.84323263,0.10455384105443954
R-JORA,10,Benign,734.7887,0.2388758,0.10091584920883179
R-JORA,10,Benign,734.66113,0.24809128,0.10113286972045898
R-JORA,10,Benign,736.61444,0.24502261,0.10112055391073227
R-JORA,10,Benign,737.41,0.24127409,0.10078100860118866
R-JORA,10,Benign,734.2218,0.24170083,0.101448193192482
R-JORA,10,Benign,736.1381,0.24779326,0.10099896788597107
R-JORA,10,Malicious,2230.1204,0.24613369,0.09839548915624619
R-JORA,10,Malicious,2233.867,0.24758592,0.09823840111494064
R-JORA,10,Malicious,2234.9495,0.24927714,0.09856434166431427
R-JORA,10,Malicious,2226.7756,0.24854976,0.09840439260005951
R-JORA,11,Benign,736.49005,0.24122131,0.10119198262691498
R-JORA,11,Benign,733.413,0.23811257,0.10092474520206451
R-JORA,11,Benign,735.5227,0.24075323,0.10114052146673203
R-JORA,11,Benign,734.3569,0.24141127,0.10095145553350449
R-JORA,11,Benign,736.5975,0.24626294,0.10115766525268555
R-JORA,11,Benign,734.82007,0.2434106,0.10123781859874725
R-JORA,11,Malicious,2228.845,0.24751244,0.0981728658080101
R-JORA,11,Malicious,2232.7434,0.2466722,0.09822221100330353
R-JORA,11,Malicious,2231.1885,0.24936862,0.09828153997659683
R-JORA,11,Malicious,2234.061,0.2509166,0.09871923923492432
R-JORA,12,Benign,733.9747,0.24228457,0.10109101235866547
R-JORA,12,Benign,735.46844,0.24453217,0.10125607997179031
R-JORA,12,Benign,736.2054,0.24704361,0.10088755190372467
R-JORA,12,Benign,735.8367,0.23660657,0.1008903756737709
R-JORA,12,Benign,735.0636,0.24250776,0.10129599273204803
R-JORA,12,Benign,734.28143,0.23909132,0.1011710986495018
R-JORA,12,Malicious,2227.2034,0.24692391,0.09841806441545486
R-JORA,12,Malicious,2236.582,0.25070596,0.09833329170942307
R-JORA,12,Malicious,2229.537,0.25148517,0.09844286739826202
R-JORA,12,Malicious,2230.9294,0.24638224,0.09821361303329468
R-JORA,13,Benign,735.42816,0.11306381,0.09624087065458298
R-JORA,13,Benign,735.6837,0.45333904,0.10089007765054703
R-JORA,13,Benign,735.04266,0.10856569,0.09575287252664566
R-JORA,13,Benign,736.10657,0.11396612,0.09598623961210251
R-JORA,13,Benign,736.6777,0.4510067,0.10070674121379852
R-JORA,13,Benign,736.41656,0.11107528,0.09570222347974777
R-JORA,13,Benign,735.37756,0.44951802,0.10077622532844543
R-JORA,13,Malicious,2299.284,0.8539907,0.10464822500944138
R-JORA,13,Malicious,2299.2913,0.8539913,0.10464832186698914
R-JORA,13,Malicious,2299.297,0.85399115,0.10464825481176376
R-JORA,14,Benign,735.1093,0.2227652,0.10379491746425629
R-JORA,14,Benign,734.65173,0.225296,0.10346529632806778
R-JORA,14,Benign,735.14355,0.22289951,0.10348986834287643
R-JORA,14,Benign,737.04944,0.22673829,0.10397247970104218
R-JORA,14,Benign,2236.1052,0.25586706,0.09754014760255814
R-JORA,14,Benign,2224.107,0.25278667,0.09766916185617447
R-JORA,14,Benign,2231.2627,0.2570568,0.09760595113039017
R-JORA,14,Benign,2231.6108,0.24977738,0.09750856459140778
R-JORA,14,Benign,2225.5283,0.25286305,0.09776123613119125
R-JORA,14,Benign,2235.009,0.25014344,0.09719239175319672
R-JORA,15,Benign,734.60974,0.11958242,0.09660311788320541
R-JORA,15,Benign,734.4243,0.121056914,0.09624335169792175
R-JORA,15,Benign,736.4812,0.12043207,0.09635087847709656
R-JORA,15,Benign,734.91547,0.5642053,0.10273368656635284
R-JORA,15,Benign,736.128,0.12293326,0.09617339819669724
R-JORA,15,Benign,736.06415,0.5639107,0.10306039452552795
R-JORA,15,Benign,734.3384,0.118672416,0.09593033045530319
R-JORA,15,Malicious,2752.7144,0.83491695,0.10430150479078293
R-JORA,15,Malicious,2752.7073,0.8349186,0.1043015643954277
R-JORA,15,Malicious,2752.7012,0.83491945,0.10430174320936203
R-JORA,16,Benign,735.8725,0.014310291,0.09116344898939133
R-JORA,16,Benign,735.67285,0.011215431,0.0909176915884018
R-JORA,16,Benign,734.76416,0.65029603,0.097897008061409
R-JORA,16,Benign,733.5706,0.64724326,0.09823153913021088
R-JORA,16,Benign,735.10626,0.010961083,0.09097830206155777
R-JORA,16,Benign,2746.1743,0.97297525,0.10616237670183182
R-JORA,16,Benign,2746.1707,0.9729743,0.10616245120763779
R-JORA,16,Benign,2746.1785,0.9729745,0.10616225004196167
R-JORA,16,Benign,2746.1748,0.97297436,0.10616233199834824
R-JORA,16,Benign,2746.1716,0.9729744,0.10616261512041092
R-JORA,17,Benign,735.1693,0.18498446,0.09864603728055954
R-JORA,17,Benign,733.502,0.43934882,0.10179001837968826
R-JORA,17,Benign,736.153,0.18253356,0.09873678535223007
R-JORA,17,Benign,735.8292,0.18128611,0.098541259765625
R-JORA,17,Benign,734.8194,0.18704602,0.0984356701374054
R-JORA,17,Benign,738.3379,0.18255168,0.09823383390903473
R-JORA,17,Benign,735.71326,0.4387753,0.10183443129062653
R-JORA,17,Benign,736.7466,0.18559277,0.09840106964111328
R-JORA,17,Malicious,2800.4976,0.6894171,0.10269053280353546
R-JORA,17,Malicious,2800.496,0.6894154,0.10269038379192352
R-JORA,18,Benign,736.27527,0.24320135,0.10100356489419937
R-JORA,18,Benign,734.76184,0.24572742,0.10131590068340302
R-JORA,18,Benign,735.7517,0.24103911,0.1010594367980957
R-JORA,18,Benign,735.60156,0.23872435,0.10083717852830887
R-JORA,18,Benign,736.7337,0.24189533,0.10113677382469177
R-JORA,18,Benign,735.8024,0.2440033,0.10116611421108246
R-JORA,18,Malicious,2237.5486,0.25320932,0.09841487556695938
R-JORA,18,Malicious,2224.813,0.25081074,0.09848857671022415
R-JORA,18,Malicious,2233.3042,0.24832909,0.09807998687028885
R-JORA,18,Malicious,2232.2358,0.24845147,0.09849759191274643
R-JORA,19,Benign,735.20074,0.37903708,0.10094024240970612
R-JORA,19,Benign,735.0033,0.18168053,0.09799234569072723
R-JORA,19,Benign,735.4203,0.1769374,0.09809082001447678
R-JORA,19,Benign,736.8998,0.37992233,0.10110399127006531
R-JORA,19,Benign,737.6705,0.18169542,0.09803210943937302
R-JORA,19,Benign,736.08295,0.17901689,0.09824711829423904
R-JORA,19,Benign,734.9523,0.17587301,0.09837904572486877
R-JORA,19,Benign,736.6082,0.37879148,0.10115119069814682
R-JORA,19,Malicious,2369.1238,0.72406316,0.10303141176700592
R-JORA,19,Malicious,2369.1226,0.72406596,0.10303175449371338
R-JORA,20,Benign,737.3982,0.23983684,0.10108599811792374
R-JORA,20,Benign,733.32904,0.2414522,0.10151268541812897
R-JORA,20,Benign,734.64984,0.24155226,0.1010366752743721
R-JORA,20,Benign,735.2309,0.24327913,0.10122042894363403
R-JORA,20,Benign,734.5846,0.2434617,0.10151150077581406
R-JORA,20,Benign,2227.9563,0.24929452,0.09862176328897476
R-JORA,20,Benign,2229.1648,0.2462312,0.09879080951213837
R-JORA,20,Benign,2234.9546,0.24886176,0.09864553809165955
R-JORA,20,Benign,2233.4287,0.24932829,0.09900479018688202
R-JORA,20,Benign,2231.1338,0.2505021,0.09856977313756943
R-JORA,21,Benign,735.2845,0.24719802,0.10081211477518082
R-JORA,21,Benign,734.3274,0.24185525,0.1007034108042717
R-JORA,21,Benign,734.77563,0.24541155,0.10110059380531311
R-JORA,21,Benign,733.51263,0.24621704,0.10088469833135605
R-JORA,21,Benign,734.9622,0.24293193,0.10073937475681305
R-JORA,21,Benign,737.5498,0.2451115,0.10078492760658264
R-JORA,21,Benign,735.0019,0.24271455,0.10070348531007767
R-JORA,21,Malicious,2227.936,0.24666412,0.09813527762889862
R-JORA,21,Malicious,2232.978,0.24561012,0.09814818948507309
R-JORA,21,Malicious,2232.9224,0.24821204,0.09798790514469147
R-JORA,22,Benign,737.56836,0.119577706,0.0961608961224556
R-JORA,22,Benign,735.52124,0.11977057,0.09618786722421646
R-JORA,22,Benign,738.51935,0.11849454,0.09565571695566177
R-JORA,22,Benign,737.2272,0.57701045,0.10307257622480392
R-JORA,22,Benign,734.22565,0.11785365,0.09585963189601898
R-JORA,22,Benign,736.73486,0.58023584,0.10319528728723526
R-JORA,22,Benign,735.04517,0.117529415,0.09586147218942642
R-JORA,22,Malicious,2747.5647,0.8416828,0.10466886311769485
R-JORA,22,Malicious,2747.5613,0.84168065,0.10466896742582321
R-JORA,22,Malicious,2747.557,0.84168136,0.10466869175434113
R-JORA,23,Benign,737.17444,0.17414114,0.09882061928510666
R-JORA,23,Benign,735.5585,0.17453945,0.09890171885490417
R-JORA,23,Benign,736.17883,0.17386739,0.09887430816888809
R-JORA,23,Benign,735.6967,0.17240138,0.09862170368432999
R-JORA,23,Benign,735.2611,0.5137098,0.10339252650737762
R-JORA,23,Benign,736.3165,0.16997156,0.09884282201528549
R-JORA,23,Benign,736.2881,0.5142328,0.10354140400886536
R-JORA,23,Benign,735.4976,0.17043415,0.09881366789340973
R-JORA,23,Malicious,2692.7935,0.7311471,0.10009575635194778
R-JORA,23,Malicious,2692.7878,0.73114586,0.10009557753801346
R-JORA,24,Benign,734.05206,0.17278162,0.09815625101327896
R-JORA,24,Benign,737.39124,0.17864466,0.0983053669333458
R-JORA,24,Benign,736.12744,0.17229618,0.09869267046451569
R-JORA,24,Benign,735.83813,0.49925327,0.10309872031211853
R-JORA,24,Benign,736.1813,0.17338254,0.09835392236709595
R-JORA,24,Benign,735.9238,0.49517626,0.10314082354307175
R-JORA,24,Benign,734.3907,0.17596036,0.0984731987118721
R-JORA,24,Benign,735.4449,0.17401667,0.09829622507095337
R-JORA,24,Malicious,2713.042,0.7188557,0.10174144804477692
R-JORA,24,Malicious,2713.0322,0.7188541,0.10174141079187393
R-JORA,25,Benign,736.94727,0.17440355,0.09775999933481216
R-JORA,25,Benign,734.5524,0.17585388,0.09838170558214188
R-JORA,25,Benign,733.4247,0.17192554,0.09775467216968536
R-JORA,25,Benign,735.5112,0.5157222,0.10269775241613388
R-JORA,25,Benign,733.8824,0.17152752,0.09774722158908844
R-JORA,25,Benign,736.13226,0.17540848,0.0975167378783226
R-JORA,25,Benign,734.1252,0.5133735,0.10260392725467682
R-JORA,25,Benign,736.31006,0.17285702,0.0978621318936348
R-JORA,25,Malicious,2686.4856,0.7319419,0.10383769124746323
R-JORA,25,Malicious,2686.4907,0.7319421,0.10383813828229904
R-JORA,26,Benign,734.7549,0.24510106,0.1011696606874466
R-JORA,26,Benign,736.7413,0.24142653,0.10103492438793182
R-JORA,26,Benign,737.6935,0.24033797,0.10112997889518738
R-JORA,26,Benign,736.1361,0.24216925,0.10169300436973572
R-JORA,26,Benign,736.8006,0.24072683,0.1014118641614914
R-JORA,26,Benign,2224.5535,0.24616778,0.09879930317401886
R-JORA,26,Benign,2235.1714,0.25046217,0.09870266914367676
R-JORA,26,Benign,2226.9749,0.24591431,0.09863492846488953
R-JORA,26,Benign,2224.969,0.25225306,0.09892553836107254
R-JORA,26,Benign,2230.4487,0.24886109,0.09849813580513
R-JORA,27,Benign,735.96,0.5707011,0.10280964523553848
R-JORA,27,Benign,736.0059,0.11700007,0.09609371423721313
R-JORA,27,Benign,735.4489,0.57018214,0.10303232818841934
R-JORA,27,Benign,736.01874,0.11828941,0.09612783044576645
R-JORA,27,Benign,734.9213,0.11858633,0.09649059921503067
R-JORA,27,Benign,733.036,0.12110907,0.09632831066846848
R-JORA,27,Benign,734.1958,0.12084538,0.09606374055147171
R-JORA,27,Malicious,2741.4827,0.8375608,0.10435124486684799
R-JORA,27,Malicious,2741.4683,0.83756375,0.10435127466917038
R-JORA,27,Malicious,2741.4846,0.8375613,0.10435137152671814
R-JORA,28,Benign,734.66376,0.24400991,0.1002921313047409
R-JORA,28,Benign,735.0087,0.24419054,0.10022004693746567
R-JORA,28,Benign,734.7408,0.24666962,0.10017517954111099
R-JORA,28,Benign,735.6834,0.24246444,0.10005210340023041
R-JORA,28,Benign,734.12463,0.24669343,0.10011398047208786
R-JORA,28,Benign,734.9254,0.24451935,0.10017532855272293
R-JORA,28,Benign,734.6416,0.24680555,0.10036926716566086
R-JORA,28,Benign,734.68787,0.24288285,0.10057404637336731
R-JORA,28,Benign,735.30005,0.24468204,0.10060130804777145
R-JORA,28,Malicious,2235.334,0.24965638,0.09742660820484161
R-JORA,29,Benign,733.86475,0.24302417,0.10071913152933121
R-JORA,29,Benign,735.35504,0.24340323,0.10018803179264069
R-JORA,29,Benign,733.7732,0.24364471,0.100686214864254
R-JORA,29,Benign,735.52484,0.2420623,0.10044092684984207
R-JORA,29,Benign,734.10455,0.24592358,0.10053800791501999
R-JORA,29,Benign,733.8524,0.24172969,0.10033709555864334
R-JORA,29,Benign,733.61096,0.2428886,0.10052454471588135
R-JORA,29,Benign,733.9683,0.25100833,0.1007177010178566
R-JORA,29,Malicious,2231.3916,0.2476213,0.09788011014461517
R-JORA,29,Malicious,2236.3706,0.2504726,0.09796825796365738
